region,farm_size_ha,barley_variety,variety_maturity,soil_type,soil_ph,organic_matter_percent,nitrogen_content_percent,phosphorus_content_ppm,potassium_content_ppm,growing_season_temp_c,rainfall_mm,sunshine_hours_day,yield_tons_ha
Rabat-Salé-Zemmour-Zaër,,Chifaa,Medium,Loam,6.6,2.63,0.23,13.8,119.07,22.26,506.22,8.07,5.8
Gharb-Chrarda-Beni Hssen,4.84,Khnata,Early,Clay,7.2,2.19,0.13,28.24,102.56,22.18,402.76,7.09,3.76
Gharb-Chrarda-Beni Hssen,1.61,Chifaa,Medium,Vertisol,6.7,0.8,0.1,24.34,139.68,19.91,458.25,6.63,5.23
Marrakech-Tensift-Al Haouz,7.76,Massine,Late,Clay,7.0,1.24,0.23,,98.34,23.7,256.0,8.37,2.6
Souss-Massa-Drâa,12.02,Khnata,Early,Sandy,8.1,1.25,0.18,,177.86,21.86,223.29,9.14,3.19
Tanger-Tétouan,10.75,Khnata,Early,Sandy,7.6,1.11,0.23,21.43,143.87,,409.27,7.97,3.35
Rabat-Salé-Zemmour-Zaër,1.23,Chifaa,Medium,Loam,7.4,2.26,0.24,9.09,154.36,20.8,393.25,6.86,2.39
Gharb-Chrarda-Beni Hssen,1.56,Khnata,Early,Vertisol,7.2,1.99,0.09,18.88,100.49,20.89,443.71,7.64,2.9
Gharb-Chrarda-Beni Hssen,6.34,Chifaa,Medium,Loam,8.1,1.79,0.17,28.12,99.57,23.28,538.75,6.55,3.99
Meknès-Tafilalet,4.78,Khnata,Early,Clay,7.4,1.08,0.14,22.53,,18.06,339.25,5.66,3.9
Doukkala-Abda,,Khnata,Early,Sandy,7.8,1.21,0.19,20.05,217.9,21.73,261.51,7.13,4.18
Chaouia-Ouardigha,,Massine,Late,Sandy,7.0,1.95,0.21,13.56,93.48,19.7,379.51,6.64,2.76
Gharb-Chrarda-Beni Hssen,12.15,Amira,Late,Clay,7.3,1.87,0.13,25.74,120.0,21.39,414.71,6.44,2.58
Fès-Boulemane,13.97,Chifaa,Medium,Sandy,7.4,1.29,0.17,11.6,201.72,19.51,285.07,6.64,4.06
Fès-Boulemane,6.37,Assiya,Medium,Sandy,7.3,1.32,0.2,21.79,90.12,15.64,368.55,7.85,1.66
Doukkala-Abda,27.65,Amira,Late,Vertisol,8.4,1.64,0.1,30.47,202.62,18.77,441.63,,2.27
Chaouia-Ouardigha,13.04,Amira,Late,Sandy,7.6,1.68,0.22,10.47,153.4,18.25,377.3,5.55,1.21
Chaouia-Ouardigha,16.91,Amira,Late,Sandy,7.2,0.8,0.18,15.89,137.16,19.8,389.12,6.79,1.36
Tanger-Tétouan,3.78,Amira,Late,Clay,6.3,,0.24,21.17,123.36,21.51,310.84,5.29,2.22
Gharb-Chrarda-Beni Hssen,9.79,Amira,Late,Vertisol,7.1,2.92,0.14,21.75,121.6,24.17,483.81,8.08,1.1
Gharb-Chrarda-Beni Hssen,14.7,Assiya,Medium,Vertisol,8.0,1.67,0.1,27.66,122.81,22.11,489.83,7.52,2.23
Meknès-Tafilalet,9.25,Khnata,Early,Sandy,7.4,1.11,,8.85,203.87,19.44,330.68,8.04,4.27
Doukkala-Abda,13.95,Chifaa,Medium,Clay,8.1,1.32,0.09,27.17,181.33,20.31,350.77,6.91,1.31
Tadla-Azilal,9.89,Khnata,Early,Clay,8.2,1.2,0.24,10.6,173.76,17.9,333.06,6.71,3.18
Rabat-Salé-Zemmour-Zaër,2.28,Amira,Late,Loam,7.6,2.31,0.09,,191.82,18.3,441.8,6.99,5.57
Chaouia-Ouardigha,27.22,Khnata,Early,Vertisol,6.9,0.8,0.21,14.04,116.0,20.72,322.17,8.45,4.96
Gharb-Chrarda-Beni Hssen,7.79,Amira,Late,Clay,,1.64,0.17,20.63,166.53,22.4,475.2,8.44,2.53
Souss-Massa-Drâa,7.02,Amira,Late,Loam,8.3,2.12,0.14,22.3,144.41,22.23,297.48,8.76,5.62
Tadla-Azilal,9.0,Khnata,Early,Clay,7.1,1.13,0.09,8.85,189.54,22.2,352.48,8.83,
Gharb-Chrarda-Beni Hssen,9.56,Khnata,Early,Vertisol,7.3,2.82,0.19,22.93,123.3,,418.81,8.84,1.36
Marrakech-Tensift-Al Haouz,1.54,Khnata,Early,Sandy,7.5,1.64,0.18,14.29,170.05,21.52,285.98,8.51,5.97
Doukkala-Abda,22.07,Amira,Late,Vertisol,7.4,0.8,0.13,20.7,203.51,21.65,259.48,7.27,
Tanger-Tétouan,4.01,Chifaa,Medium,Sandy,7.5,1.75,0.23,23.5,136.3,20.44,260.6,6.58,3.33
Doukkala-Abda,22.85,Khnata,Early,Sandy,7.6,1.45,0.13,30.02,89.33,17.73,431.66,7.83,4.33
Tadla-Azilal,12.43,Amira,Late,Clay,6.9,1.32,0.16,9.09,152.25,20.07,420.97,7.71,4.36
Meknès-Tafilalet,12.16,Assiya,Medium,Clay,8.1,1.6,0.17,20.15,128.44,14.91,349.3,8.02,1.97
Marrakech-Tensift-Al Haouz,8.51,Assiya,Medium,Sandy,7.8,1.69,0.1,16.96,174.11,22.85,217.28,8.11,2.0
Gharb-Chrarda-Beni Hssen,8.04,Massine,Late,Loam,6.7,2.55,0.24,33.02,213.14,20.25,493.05,9.15,3.35
Doukkala-Abda,8.57,Assiya,Medium,Vertisol,7.4,1.97,0.14,21.26,147.99,19.09,,6.16,
Doukkala-Abda,,Assiya,Medium,Vertisol,7.5,1.66,0.09,26.48,145.27,22.37,330.47,6.54,1.05
Doukkala-Abda,11.79,Khnata,Early,Vertisol,7.6,0.95,0.15,25.02,171.64,22.38,439.54,5.89,4.91
Doukkala-Abda,17.42,Khnata,Early,Sandy,8.2,1.31,0.18,24.79,,19.54,335.16,6.35,1.29
Rabat-Salé-Zemmour-Zaër,4.62,Khnata,Early,Clay,7.4,3.5,0.17,15.75,115.49,18.7,417.59,7.94,3.39
Gharb-Chrarda-Beni Hssen,2.44,Khnata,Early,Clay,7.2,2.56,0.2,19.11,208.66,16.56,382.17,7.28,4.19
Chaouia-Ouardigha,20.74,Amira,Late,Vertisol,6.9,2.45,0.09,20.85,173.79,20.37,320.72,6.31,4.43
Tanger-Tétouan,1.29,Assiya,Medium,Loam,7.9,2.06,0.13,15.67,81.88,20.33,365.03,7.29,1.29
Souss-Massa-Drâa,11.36,Assiya,Medium,Sandy,,1.6,0.22,24.29,108.65,23.02,247.42,7.57,3.09
Tadla-Azilal,5.11,Khnata,Early,Vertisol,7.3,1.62,0.09,12.43,175.6,14.01,331.95,7.75,3.92
Tanger-Tétouan,0.5,Khnata,Early,Loam,6.5,1.49,0.23,19.61,187.02,18.23,420.36,7.82,1.33
Doukkala-Abda,17.78,Amira,Late,Sandy,8.2,0.8,0.1,33.81,197.58,19.14,359.9,6.56,1.68
Gharb-Chrarda-Beni Hssen,1.18,Massine,Late,Clay,6.8,2.21,0.22,28.27,,17.6,,6.84,4.32
Rabat-Salé-Zemmour-Zaër,4.5,Khnata,Early,Sandy,7.2,2.81,0.14,22.81,210.34,20.11,360.15,5.62,3.61
Meknès-Tafilalet,10.75,Chifaa,Medium,Clay,,1.26,0.18,22.07,157.41,18.32,,8.36,1.81
Doukkala-Abda,6.57,Amira,Late,Vertisol,6.9,1.66,0.11,,177.52,20.81,463.27,8.83,3.68
Souss-Massa-Drâa,12.67,Amira,Late,Sandy,7.4,1.84,0.09,18.2,,22.5,164.67,8.91,5.56
Doukkala-Abda,5.1,Assiya,Medium,Sandy,6.4,1.14,0.12,18.13,97.18,23.78,293.99,6.92,1.08
Doukkala-Abda,11.17,Khnata,Early,Sandy,7.9,1.32,0.1,25.71,214.84,,482.48,9.01,4.21
Marrakech-Tensift-Al Haouz,,Khnata,Early,Sandy,7.8,,0.13,11.92,97.2,22.19,251.73,9.3,1.37
Marrakech-Tensift-Al Haouz,5.09,Amira,Late,Sandy,9.2,1.17,0.17,20.64,115.68,20.44,225.11,9.68,1.03
Marrakech-Tensift-Al Haouz,1.98,Assiya,Medium,Loam,7.6,0.98,0.18,16.98,193.91,,274.56,9.54,1.75
Chaouia-Ouardigha,14.01,Massine,Late,Sandy,6.9,1.14,0.21,14.99,166.6,23.29,339.49,9.73,3.11
Souss-Massa-Drâa,4.42,Assiya,Medium,Sandy,7.8,2.07,0.19,12.57,197.34,20.79,339.79,7.01,5.01
Doukkala-Abda,26.07,Khnata,Early,Sandy,7.6,1.13,0.18,34.97,152.2,19.21,305.52,8.64,2.41
Chaouia-Ouardigha,12.83,Amira,Late,Vertisol,7.1,1.55,0.15,9.22,132.78,22.77,278.5,6.8,4.13
Souss-Massa-Drâa,11.94,Khnata,Early,Sandy,8.2,1.3,0.16,8.74,209.06,21.69,273.85,8.07,3.06
Tadla-Azilal,13.43,Assiya,Medium,Loam,7.0,1.97,0.15,11.69,85.08,19.91,332.54,8.13,2.17
Souss-Massa-Drâa,6.79,Amira,Late,Loam,7.4,2.02,0.22,24.51,199.86,21.0,331.8,8.03,3.57
Souss-Massa-Drâa,13.69,Massine,Late,Loam,7.3,1.85,0.12,24.65,112.31,22.34,229.19,6.91,4.99
Meknès-Tafilalet,5.97,Chifaa,Medium,Clay,6.4,1.62,0.08,19.13,198.82,18.19,411.72,9.35,5.16
Marrakech-Tensift-Al Haouz,14.48,Amira,Late,Loam,7.8,1.41,0.19,22.96,99.49,20.62,248.75,10.43,5.23
Chaouia-Ouardigha,7.23,Amira,Late,Vertisol,7.1,1.02,0.11,11.64,161.23,22.24,206.11,6.34,2.69
Gharb-Chrarda-Beni Hssen,10.46,Massine,Late,Vertisol,,3.17,0.23,34.44,204.34,17.46,555.6,4.25,4.97
Gharb-Chrarda-Beni Hssen,7.66,Khnata,Early,Vertisol,7.6,1.82,0.23,17.86,146.3,20.39,472.63,6.58,2.06
Doukkala-Abda,14.69,Khnata,Early,Vertisol,8.1,1.77,0.09,17.02,184.52,20.34,422.57,8.12,4.69
Meknès-Tafilalet,9.67,Khnata,Early,Loam,7.3,1.92,0.1,9.91,192.65,,399.67,,5.74
Gharb-Chrarda-Beni Hssen,10.71,Khnata,Early,Vertisol,6.7,1.92,0.16,26.46,,21.44,558.88,7.6,1.07
Chaouia-Ouardigha,5.11,Amira,Late,Vertisol,7.0,1.92,0.18,21.28,209.55,19.21,,6.6,3.2
Doukkala-Abda,9.17,Amira,Late,Vertisol,7.2,1.81,0.13,22.33,142.56,18.79,300.02,8.0,4.24
Meknès-Tafilalet,10.84,Amira,Late,Clay,7.2,2.19,0.2,24.62,104.24,17.2,325.66,9.39,
Chaouia-Ouardigha,21.66,Khnata,Early,Vertisol,7.0,1.31,0.18,15.39,86.69,18.56,286.94,8.67,1.88
Souss-Massa-Drâa,14.51,Amira,Late,Sandy,7.7,0.99,0.14,10.56,114.5,20.96,287.54,8.96,5.86
Gharb-Chrarda-Beni Hssen,11.54,Assiya,Medium,Clay,7.1,1.95,0.08,24.32,100.05,22.2,479.8,6.75,4.08
Gharb-Chrarda-Beni Hssen,14.29,Amira,Late,Vertisol,7.0,,0.21,28.58,158.11,19.16,510.16,6.89,1.82
Marrakech-Tensift-Al Haouz,10.69,Amira,Late,Sandy,8.1,1.52,0.12,22.15,105.89,21.18,256.22,8.72,1.1
Souss-Massa-Drâa,4.82,Assiya,Medium,Sandy,8.1,1.34,0.22,15.8,85.45,20.39,272.41,9.27,4.92
Fès-Boulemane,2.03,Khnata,Early,Sandy,7.0,0.8,0.15,18.09,85.04,14.03,303.62,7.78,1.4
Meknès-Tafilalet,11.84,Khnata,Early,Clay,8.1,1.69,0.18,12.54,196.42,20.19,328.61,6.05,1.71
Marrakech-Tensift-Al Haouz,,Chifaa,Medium,Sandy,7.6,2.29,0.23,18.98,162.8,22.54,280.52,8.54,
Doukkala-Abda,6.2,Massine,Late,Sandy,6.7,1.69,0.23,34.72,130.13,,381.51,9.15,4.02
Souss-Massa-Drâa,,Amira,Late,Sandy,8.2,1.74,0.14,8.83,205.19,24.04,,9.2,4.43
Rabat-Salé-Zemmour-Zaër,14.37,Khnata,Early,Loam,7.1,2.49,0.12,23.07,89.83,17.69,529.48,6.94,2.97
Meknès-Tafilalet,7.76,Assiya,Medium,Loam,,1.66,0.21,17.56,217.25,20.77,180.9,6.88,4.87
Souss-Massa-Drâa,6.77,Amira,Late,Sandy,7.0,1.87,0.15,12.29,166.28,21.68,240.01,8.27,5.87
Souss-Massa-Drâa,7.14,Chifaa,Medium,Sandy,8.6,1.66,0.11,24.23,105.68,22.79,289.61,9.2,2.36
Meknès-Tafilalet,3.53,Khnata,Early,Loam,7.8,1.37,0.23,16.22,175.07,18.89,329.53,5.7,4.52
Souss-Massa-Drâa,5.85,Khnata,Early,Sandy,7.4,1.18,0.11,13.64,186.87,25.46,264.71,8.8,5.64
Meknès-Tafilalet,5.86,Amira,Late,Clay,6.8,1.4,0.08,11.09,140.11,18.72,207.01,7.92,4.43
Meknès-Tafilalet,1.26,Assiya,Medium,Clay,8.3,1.63,0.08,12.16,200.63,17.52,426.89,7.46,4.41
Marrakech-Tensift-Al Haouz,11.63,Khnata,Early,Sandy,7.7,1.37,0.19,22.16,101.1,22.07,267.2,7.18,2.12
Rabat-Salé-Zemmour-Zaër,6.54,Khnata,Early,Loam,7.1,2.36,0.19,18.44,119.04,18.55,408.29,6.28,3.68
Doukkala-Abda,25.55,Assiya,Medium,Sandy,6.4,1.68,0.13,33.26,93.09,,378.98,8.76,3.81
Souss-Massa-Drâa,12.83,Chifaa,Medium,Loam,7.9,1.83,0.13,11.94,109.52,22.95,254.05,8.88,4.5
Souss-Massa-Drâa,3.57,Massine,Late,Clay,7.9,2.01,0.14,10.06,113.42,23.05,254.44,6.56,5.98
Chaouia-Ouardigha,21.43,Amira,Late,Sandy,7.4,1.53,0.2,8.1,208.47,18.12,341.17,8.66,1.17
Souss-Massa-Drâa,7.35,Assiya,Medium,Sandy,7.4,0.98,0.09,16.63,,22.05,290.67,7.3,1.33
Chaouia-Ouardigha,27.0,Khnata,Early,Vertisol,6.7,1.36,0.24,24.97,139.84,21.13,301.22,,1.39
Fès-Boulemane,3.63,Assiya,Medium,Sandy,7.7,1.52,0.12,19.81,154.54,16.45,308.33,7.72,4.71
Meknès-Tafilalet,10.33,Assiya,Medium,Clay,,0.8,0.25,13.24,205.82,18.87,320.75,5.34,1.68
Doukkala-Abda,20.19,Amira,Late,Sandy,6.7,2.06,0.11,32.54,219.68,23.23,360.01,7.94,4.11
Souss-Massa-Drâa,4.78,Assiya,Medium,Loam,8.4,1.56,0.21,21.29,185.47,24.98,217.39,6.63,2.62
Souss-Massa-Drâa,2.48,Khnata,Early,Loam,8.0,1.65,0.12,8.26,215.91,21.4,285.03,9.19,3.29
Gharb-Chrarda-Beni Hssen,9.95,Khnata,Early,Clay,7.5,2.88,0.09,31.34,190.19,18.44,429.83,8.5,
Chaouia-Ouardigha,23.46,Assiya,Medium,Vertisol,7.2,1.25,0.23,13.11,214.85,22.18,342.6,6.47,5.33
Fès-Boulemane,5.08,Khnata,Early,Loam,6.2,1.73,0.23,10.54,179.02,17.02,,8.56,3.93
Marrakech-Tensift-Al Haouz,9.85,Khnata,Early,Loam,7.9,1.46,0.15,11.85,91.17,21.94,271.81,8.91,5.72
Tanger-Tétouan,6.23,Massine,Late,Loam,8.0,,0.2,15.97,136.27,21.6,324.91,7.71,3.87
Meknès-Tafilalet,10.84,Assiya,Medium,Loam,7.1,1.19,0.17,15.22,170.52,17.3,364.98,7.53,1.62
Doukkala-Abda,9.98,Assiya,Medium,Vertisol,7.3,2.17,0.23,20.78,129.1,,,,1.85
Meknès-Tafilalet,13.41,Chifaa,Medium,Sandy,7.4,1.35,0.13,10.93,118.27,19.33,410.11,7.68,5.95
Marrakech-Tensift-Al Haouz,4.67,Massine,Late,Sandy,6.8,1.78,0.17,20.96,160.84,22.0,235.66,7.11,4.63
Rabat-Salé-Zemmour-Zaër,5.83,Amira,Late,Clay,8.3,1.26,0.16,24.83,210.69,19.64,346.49,8.24,1.25
Chaouia-Ouardigha,6.45,Chifaa,Medium,Vertisol,6.9,,0.14,,84.9,20.07,,8.01,4.52
Rabat-Salé-Zemmour-Zaër,2.12,Assiya,Medium,Clay,7.8,2.73,0.23,13.03,187.69,20.13,413.52,6.87,3.06
Marrakech-Tensift-Al Haouz,7.98,Assiya,Medium,Sandy,8.0,1.54,0.11,12.16,181.18,21.39,,7.93,2.54
Tanger-Tétouan,4.38,Assiya,Medium,Loam,8.1,1.41,0.11,11.7,214.95,18.68,456.08,,1.77
Fès-Boulemane,12.61,Amira,Late,Clay,7.7,1.66,0.18,10.32,210.3,19.92,304.11,5.64,5.2
Meknès-Tafilalet,0.71,Amira,Late,Sandy,7.4,2.42,0.19,17.37,186.71,18.48,260.57,7.82,1.32
Tadla-Azilal,6.0,Assiya,Medium,Clay,7.1,0.8,0.11,18.29,152.86,22.09,378.91,8.33,2.45
Chaouia-Ouardigha,13.43,Khnata,Early,Vertisol,7.4,1.81,0.15,19.99,108.6,,376.91,7.95,2.53
Tadla-Azilal,0.78,Amira,Late,Vertisol,6.6,1.14,0.24,19.56,156.33,22.8,299.51,8.6,1.8
Meknès-Tafilalet,2.3,Khnata,Early,Clay,,1.49,0.12,12.97,187.15,19.27,380.25,6.84,3.54
Chaouia-Ouardigha,15.34,Amira,Late,Clay,6.9,1.4,0.19,13.62,205.39,20.86,342.69,6.12,1.06
Fès-Boulemane,7.65,Amira,Late,Clay,8.1,1.33,0.21,19.59,190.56,18.53,368.88,7.06,2.5
Meknès-Tafilalet,6.36,Amira,Late,Loam,7.6,1.5,0.16,13.94,107.34,19.61,363.48,,5.67
Chaouia-Ouardigha,18.27,Chifaa,Medium,Vertisol,7.4,1.05,0.24,11.61,163.96,22.49,362.05,7.97,2.55
Marrakech-Tensift-Al Haouz,9.13,Chifaa,Medium,Sandy,8.0,1.91,0.21,14.36,126.5,20.56,263.21,9.04,2.8
Fès-Boulemane,0.64,Assiya,Medium,Loam,6.6,0.8,0.16,12.63,81.29,20.57,241.02,7.55,3.37
Marrakech-Tensift-Al Haouz,7.23,Amira,Late,Clay,7.7,1.72,0.18,9.5,108.03,19.45,227.19,9.09,3.81
Chaouia-Ouardigha,29.09,Amira,Late,Sandy,7.4,1.37,0.2,22.11,95.85,20.79,339.99,7.61,5.04
Souss-Massa-Drâa,8.03,Khnata,Early,Sandy,8.1,1.03,0.18,22.5,197.98,21.86,249.37,7.81,
Tanger-Tétouan,10.32,Khnata,Early,Loam,8.1,1.58,0.23,11.74,116.19,18.95,330.58,7.13,5.36
Tanger-Tétouan,5.02,Khnata,Early,Loam,7.7,0.88,0.14,9.1,119.86,19.59,,8.42,4.79
Meknès-Tafilalet,11.72,Assiya,Medium,Sandy,7.0,1.52,0.13,20.56,214.39,20.05,401.3,9.04,4.61
Chaouia-Ouardigha,24.32,Amira,Late,Vertisol,7.0,0.93,0.12,11.6,133.07,20.96,401.92,7.83,1.43
Rabat-Salé-Zemmour-Zaër,8.06,Chifaa,Medium,Loam,7.6,2.43,0.09,14.69,81.34,20.16,480.71,,1.11
Chaouia-Ouardigha,29.4,Khnata,Early,Vertisol,6.5,,0.09,,119.74,19.35,355.49,8.4,3.97
Chaouia-Ouardigha,8.14,Khnata,Early,Vertisol,7.7,1.32,0.23,11.85,96.7,19.81,359.96,7.02,5.32
Fès-Boulemane,0.75,Massine,Late,Clay,7.7,1.62,0.2,21.48,94.39,19.99,371.2,8.39,3.92
Gharb-Chrarda-Beni Hssen,11.67,Khnata,Early,Loam,7.6,1.81,,31.09,90.85,21.08,,8.77,2.07
Rabat-Salé-Zemmour-Zaër,12.2,Assiya,Medium,Loam,6.7,2.17,0.18,11.52,,17.99,423.51,8.8,1.45
Meknès-Tafilalet,2.24,Amira,Late,Loam,8.1,0.89,0.22,13.71,106.51,,384.28,5.7,4.5
Gharb-Chrarda-Beni Hssen,4.35,Assiya,Medium,Vertisol,7.9,2.52,0.16,17.68,130.57,17.08,479.41,6.75,4.61
Fès-Boulemane,0.75,Khnata,Early,Loam,6.8,2.21,0.23,9.26,200.68,19.44,341.95,6.85,1.86
Tanger-Tétouan,4.75,Khnata,Early,Sandy,7.9,2.62,0.14,24.87,139.41,18.43,365.97,6.95,1.14
Gharb-Chrarda-Beni Hssen,11.71,Khnata,Early,Vertisol,7.2,2.25,0.24,28.11,208.2,19.1,376.76,7.26,3.04
Gharb-Chrarda-Beni Hssen,8.01,Amira,Late,Loam,6.7,2.59,,25.84,149.71,22.04,489.65,8.01,3.91
Doukkala-Abda,13.7,Assiya,Medium,Vertisol,7.7,0.8,0.12,30.31,135.84,,328.5,6.67,4.53
Rabat-Salé-Zemmour-Zaër,5.89,Khnata,Early,Sandy,7.9,2.95,0.18,22.28,185.05,16.59,442.52,10.64,5.05
Meknès-Tafilalet,0.52,Amira,Late,Loam,7.2,1.81,0.17,21.71,90.24,20.08,409.78,,4.05
Doukkala-Abda,12.5,Chifaa,Medium,Vertisol,8.1,1.31,0.1,15.33,,23.34,289.35,7.44,1.55
Chaouia-Ouardigha,21.16,Khnata,Early,Vertisol,6.7,1.99,0.18,11.18,171.28,19.75,347.73,5.27,4.41
Meknès-Tafilalet,14.63,Assiya,Medium,Clay,6.8,1.4,0.13,19.13,148.17,19.64,,7.46,5.92
Meknès-Tafilalet,12.78,Amira,Late,Clay,7.6,1.32,0.09,,190.66,19.06,250.41,8.1,5.53
Fès-Boulemane,0.84,Khnata,Early,Clay,7.5,1.69,0.24,24.7,208.28,18.18,269.9,9.94,5.36
Tadla-Azilal,13.53,Assiya,Medium,Clay,7.1,1.07,0.19,19.31,134.37,19.85,416.25,9.44,2.51
Doukkala-Abda,24.58,Amira,Late,Vertisol,7.9,1.91,0.23,34.13,163.5,19.08,349.87,7.71,4.75
Gharb-Chrarda-Beni Hssen,11.82,Chifaa,Medium,Clay,7.4,1.67,0.19,19.03,150.1,18.65,436.0,7.43,5.26
Tadla-Azilal,7.14,Chifaa,Medium,Clay,7.9,1.08,0.14,22.69,217.43,20.2,,6.75,
Gharb-Chrarda-Beni Hssen,6.27,Amira,Late,Vertisol,7.2,1.75,,21.43,196.35,19.93,454.11,9.22,2.25
Meknès-Tafilalet,4.89,Amira,Late,Loam,7.8,1.8,,24.82,207.64,17.34,340.5,8.25,5.77
Gharb-Chrarda-Beni Hssen,1.45,Assiya,Medium,Vertisol,7.1,1.89,0.24,18.15,115.61,23.36,485.02,7.5,3.25
Fès-Boulemane,3.81,Amira,Late,Clay,8.5,0.96,0.12,16.78,188.15,16.49,366.51,8.0,1.65
Tanger-Tétouan,4.08,Assiya,Medium,Loam,7.1,1.26,0.23,21.48,117.17,19.9,311.72,7.0,1.55
Gharb-Chrarda-Beni Hssen,7.52,Khnata,Early,Loam,,2.18,0.24,23.65,,20.51,443.64,8.13,
Souss-Massa-Drâa,11.34,Amira,Late,Loam,8.0,1.03,0.19,15.96,212.2,22.43,253.94,8.47,3.19
Doukkala-Abda,16.85,Amira,Late,Vertisol,6.8,1.04,0.24,,82.7,19.64,511.88,7.52,1.47
Doukkala-Abda,6.45,Assiya,Medium,Sandy,8.2,2.34,,23.51,215.15,20.56,376.28,8.15,4.7
Chaouia-Ouardigha,28.94,Massine,Late,Vertisol,7.2,1.16,0.24,18.27,100.9,19.53,332.53,8.79,5.0
Meknès-Tafilalet,14.17,Khnata,Early,Loam,7.9,1.37,0.2,8.93,194.72,20.11,292.4,7.17,4.63
Gharb-Chrarda-Beni Hssen,,Assiya,Medium,Vertisol,7.6,2.02,0.09,31.84,118.63,20.66,476.78,6.4,2.01
Souss-Massa-Drâa,14.87,Khnata,Early,Sandy,8.1,1.33,0.23,19.02,129.1,20.21,192.73,,4.45
Gharb-Chrarda-Beni Hssen,8.39,Chifaa,Medium,Vertisol,7.0,2.51,0.16,23.08,110.35,25.08,450.49,5.85,1.05
Tanger-Tétouan,,Amira,Late,Loam,8.0,1.88,0.16,8.27,,22.06,401.08,8.54,2.53
Doukkala-Abda,6.89,Assiya,Medium,Vertisol,7.5,1.38,0.18,26.83,128.73,19.43,404.8,8.85,2.99
Souss-Massa-Drâa,5.8,Amira,Late,Loam,8.3,1.01,,8.22,172.04,22.32,237.84,8.69,5.18
Rabat-Salé-Zemmour-Zaër,3.77,Assiya,Medium,Clay,6.4,2.84,0.16,8.02,82.19,18.36,515.61,8.74,2.95
Rabat-Salé-Zemmour-Zaër,3.34,Chifaa,Medium,Sandy,7.7,2.15,0.22,18.47,89.01,18.41,442.83,7.35,1.06
Souss-Massa-Drâa,2.54,Assiya,Medium,Clay,7.7,2.19,0.08,11.21,93.95,21.95,287.87,8.55,2.76
Rabat-Salé-Zemmour-Zaër,9.52,Assiya,Medium,Loam,8.3,1.08,0.13,11.26,138.66,18.66,511.83,6.65,3.49
Marrakech-Tensift-Al Haouz,11.83,Massine,Late,Clay,8.2,1.58,0.08,19.11,194.07,21.31,230.59,7.49,5.75
Chaouia-Ouardigha,19.46,Khnata,Early,Sandy,7.3,2.27,0.15,8.91,204.34,19.41,405.49,9.05,5.71
Chaouia-Ouardigha,8.67,Khnata,Early,Clay,7.3,1.36,0.2,13.33,114.27,22.07,406.77,8.32,1.9
Tadla-Azilal,12.26,Amira,Late,Loam,7.0,1.41,0.22,10.54,160.41,18.76,290.61,7.3,1.93
Marrakech-Tensift-Al Haouz,9.72,Massine,Late,Clay,8.6,1.62,0.24,17.86,187.57,21.68,255.38,9.05,1.82
Rabat-Salé-Zemmour-Zaër,6.13,Assiya,Medium,Loam,8.5,1.92,,19.25,120.44,22.36,475.01,6.36,4.94
Gharb-Chrarda-Beni Hssen,10.27,Khnata,Early,Clay,7.3,2.04,0.12,29.42,137.26,17.75,487.02,7.59,1.03
Chaouia-Ouardigha,11.5,Assiya,Medium,Vertisol,7.7,1.36,0.24,12.34,153.36,19.61,292.42,8.05,1.64
Chaouia-Ouardigha,13.63,Assiya,Medium,Sandy,7.0,1.25,0.21,9.52,98.88,17.01,454.64,8.06,3.69
Meknès-Tafilalet,13.8,Khnata,Early,Sandy,7.1,1.99,0.18,9.34,83.64,,352.61,8.72,2.24
Gharb-Chrarda-Beni Hssen,4.71,Amira,Late,Vertisol,7.2,2.43,0.2,23.52,101.39,17.6,450.79,6.37,1.46
Doukkala-Abda,16.75,Massine,Late,Sandy,7.7,1.6,0.24,33.92,167.76,19.27,248.36,6.19,2.8
Gharb-Chrarda-Beni Hssen,13.41,Assiya,Medium,Vertisol,7.1,2.6,,19.35,90.31,18.48,449.68,7.69,2.37
Chaouia-Ouardigha,,Assiya,Medium,Vertisol,7.4,1.39,0.14,12.36,106.56,19.1,412.4,7.7,3.56
Marrakech-Tensift-Al Haouz,1.4,Assiya,Medium,Sandy,8.1,1.19,0.2,9.72,127.3,22.59,287.12,8.4,5.9
Doukkala-Abda,8.68,Khnata,Early,Sandy,7.0,1.26,0.09,27.11,90.9,18.27,337.93,7.28,1.62
Rabat-Salé-Zemmour-Zaër,0.61,Chifaa,Medium,Sandy,7.8,2.2,0.15,19.56,106.84,17.77,346.25,7.08,2.86
Fès-Boulemane,9.65,Assiya,Medium,Sandy,7.9,1.08,0.15,18.93,207.58,21.82,445.17,6.56,5.66
Gharb-Chrarda-Beni Hssen,6.99,Assiya,Medium,Vertisol,7.3,1.95,0.11,32.22,82.7,20.07,425.56,,5.38
Chaouia-Ouardigha,8.36,Amira,Late,Sandy,7.5,1.29,0.08,16.27,171.48,20.37,389.87,8.15,2.97
Chaouia-Ouardigha,28.95,Assiya,Medium,Sandy,6.8,2.35,0.1,10.29,133.82,21.39,321.18,7.13,4.49
Gharb-Chrarda-Beni Hssen,,Amira,Late,Vertisol,7.3,0.81,0.19,20.79,174.17,17.13,504.12,,1.44
